station_id,architecture,target_variable,ablation_group,mae,mae_baseline,delta_mae,n_features
KDTW,lightgbm,MinT,Physics,1.6523399150358122,1.6229951102230664,0.0293448048127458,41
KDTW,lightgbm,MinT,Time,1.6873349958158497,1.6229951102230664,0.0643398855927832,44
KDTW,linear,MinT,ECMWF,0.90975030229665,0.9097503022966512,-1.3322676295501878e-15,44
KDTW,linear,MinT,Bias,0.9493456135741376,0.9097503022966512,0.0395953112774862,44
KDTW,linear,MinT,Lags,0.9151241291490012,0.9097503022966512,0.0053738268523498,42
KDTW,linear,MinT,Rolling,0.9257450854611132,0.9097503022966512,0.0159947831644621,36
KDTW,linear,MinT,NWP_atmosphere,0.9093456028589884,0.9097503022966512,-0.0004046994376627,43
KDTW,linear,MinT,Physics,0.9151668974812178,0.9097503022966512,0.0054165951845666,41
KDTW,linear,MinT,Time,0.9189866213181334,0.9097503022966512,0.0092363190214821,44
KDTW,mlp,MinT,ECMWF,0.9127552718930236,0.9127552718930296,-5.9952043329758445e-15,44
KDTW,mlp,MinT,Bias,0.9252198293519076,0.9127552718930296,0.0124645574588779,44
KDTW,mlp,MinT,Lags,0.91291874267656,0.9127552718930296,0.0001634707835304,42
KDTW,mlp,MinT,Rolling,0.9104932992762836,0.9127552718930296,-0.002261972616746,36
KDTW,mlp,MinT,NWP_atmosphere,0.9229959430667884,0.9127552718930296,0.0102406711737585,43
KDTW,mlp,MinT,Physics,0.907284604545078,0.9127552718930296,-0.0054706673479516,41
KDTW,mlp,MinT,Time,0.9103049087937216,0.9127552718930296,-0.0024503630993082,44
KDEN,catboost,MaxT,ECMWF,1.7552794904781683,1.7799778046502948,-0.0246983141721264,44
KDEN,catboost,MaxT,Bias,1.9197265560500725,1.7799778046502948,0.1397487513997775,44
KDEN,catboost,MaxT,Lags,1.819920915955238,1.7799778046502948,0.0399431113049431,42
KDEN,catboost,MaxT,Rolling,1.8073335001900437,1.7799778046502948,0.0273556955397489,36
KDEN,catboost,MaxT,NWP_atmosphere,1.8417818086753144,1.7799778046502948,0.0618040040250198,43
KDEN,catboost,MaxT,Physics,1.781417512718335,1.7799778046502948,0.0014397080680401,41
